week,sku_id,forecast_demand
2025-11-03,1001,18.725007566385642
2025-11-03,1002,18.04981975434136
2025-11-03,1003,17.816299979273516
2025-11-03,1004,18.304338533103294
2025-11-03,1005,18.841017897974623
2025-11-03,1006,18.01103518723259
2025-11-03,1007,18.30829935698067
2025-11-03,1008,17.915119874791014
2025-11-03,1009,17.986946181866198
2025-11-03,1010,18.03338957472732
2025-11-03,1011,18.742557108873797
2025-11-03,1012,18.251296165751395
2025-11-03,1013,18.21261698172137
2025-11-03,1014,18.735450502273604
2025-11-03,1015,18.04579338314837
2025-11-03,1016,18.941120427113255
2025-11-03,1017,18.290146806925616
2025-11-03,1018,18.545385986345455
2025-11-03,1019,17.816299979273516
2025-11-03,1020,18.17625741833154
2025-11-03,1021,17.93739954637418
2025-11-03,1022,18.276025655550374
2025-11-03,1023,17.820710651233956
2025-11-03,1024,17.977634340849505
2025-11-03,1025,18.100200645065065
2025-11-03,1026,18.384278357486007
2025-11-03,1027,18.04323520465845
2025-11-03,1028,18.408191665705225
2025-11-03,1029,19.037110455466394
2025-11-03,1030,18.78774853528097
2025-11-03,1031,18.692511737876476
2025-11-03,1032,18.635477674654233
2025-11-03,1033,18.41878066458097
2025-11-03,1034,18.443180274426812
2025-11-03,1035,18.780954950052685
2025-11-03,1036,17.8982404764382
2025-11-03,1037,18.111212432282784
2025-11-03,1038,17.938955156819482
2025-11-03,1039,18.378112980280775
2025-11-03,1040,18.248920990142214
2025-11-03,1041,17.953799058821037
2025-11-03,1042,17.953799058821037
2025-11-03,1043,17.986946181866198
2025-11-03,1044,18.253397736168104
2025-11-03,1045,17.816299979273516
2025-11-03,1046,17.931987936173513
2025-11-03,1047,17.8982404764382
2025-11-03,1048,18.00910507396008
2025-11-03,1049,17.804255277269135
2025-11-03,1050,17.88461716497857
2025-11-03,1051,17.968162242142913
2025-11-03,1052,19.223584197783627
2025-11-03,1053,17.8982404764382
2025-11-03,1054,18.339812570821532
2025-11-03,1055,17.884119325062958
2025-11-03,1056,18.371442594947712
2025-11-03,1057,18.04642820419626
2025-11-03,1058,17.997535180741945
2025-11-03,1059,18.253397736168104
2025-11-03,1060,18.003547127632764
2025-11-03,1061,18.860601967653405
2025-11-03,1062,18.086568825098873
2025-11-03,1063,18.00910507396008
2025-11-03,1064,18.267987914831735
2025-11-03,1065,17.8982404764382
2025-11-03,1066,17.87608158434432
2025-11-03,1067,17.914533773032588
2025-11-03,1068,17.816299979273516
2025-11-03,1069,18.55114420989835
2025-11-03,1070,18.036097513065606
2025-11-03,1071,18.309846180331604
2025-11-03,1072,17.85938983526398
2025-11-03,1073,18.26398673504385
2025-11-03,1074,18.36798506089162
2025-11-03,1075,17.914760768374343
2025-11-03,1076,18.086568825098873
2025-11-03,1077,18.611703573466517
2025-11-03,1078,18.292672631772948
2025-11-03,1079,17.975704227576994
2025-11-03,1080,17.797670727586226
2025-11-03,1081,18.087551712903544
2025-11-03,1082,18.251160738733542
2025-11-03,1083,18.56259463977308
2025-11-03,1084,18.04826414389606
2025-11-03,1085,18.04981975434136
2025-11-03,1086,17.972356003202567
2025-11-03,1087,18.377609151653484
2025-11-03,1088,17.975704227576994
2025-11-03,1089,17.8982404764382
2025-11-03,1090,19.26226338181365
2025-11-03,1091,17.853523460174905
2025-11-03,1092,17.820710651233956
2025-11-03,1093,18.064409933004992
2025-11-03,1094,18.24542979066232
2025-11-03,1095,17.92288408362211
2025-11-03,1096,17.975948998007052
2025-11-03,1097,18.692826393475247
2025-11-03,1098,18.185641294617508
2025-11-03,1099,17.87353032618721
2025-11-03,1100,18.395842204793553
2025-11-03,1101,18.086568825098873
2025-11-03,1102,18.28869764321169
2025-11-03,1103,18.841017897974623
2025-11-03,1104,18.87083693723219
2025-11-03,1105,18.009038999894628
2025-11-03,1106,17.85004743900883
2025-11-03,1107,17.829482606983728
2025-11-03,1108,17.909137904075706
2025-11-03,1109,17.87608158434432
2025-11-03,1110,18.086568825098873
2025-11-03,1111,17.975704227576994
2025-11-03,1112,18.65959880824176
2025-11-03,1113,17.820710651233956
2025-11-03,1114,18.15290029462189
2025-11-03,1115,18.31537413664021
2025-11-03,1116,17.804255277269135
2025-11-03,1117,18.79786196791871
2025-11-03,1118,18.184347254328493
2025-11-03,1119,18.406289742094433
2025-11-03,1120,18.114319348563953
2025-11-03,1121,17.8982404764382
2025-11-03,1122,17.8982404764382
2025-11-03,1123,18.025398370554466
2025-11-03,1124,18.04771818392465
2025-11-03,1125,18.604800572608614
2025-11-03,1126,18.75491973722125
2025-11-03,1127,18.03743729106099
2025-11-03,1128,18.04981975434136
2025-11-03,1129,18.720530820359752
2025-11-03,1130,17.804255277269135
2025-11-03,1131,18.21532049695321
2025-11-03,1132,17.87353032618721
2025-11-03,1133,18.290146806925616
2025-11-03,1134,18.574463637599457
2025-11-03,1135,18.36761055806441
2025-11-03,1136,18.087551712903544
2025-11-03,1137,17.87353032618721
2025-11-03,1138,18.545385986345455
2025-11-03,1139,17.972356003202567
2025-11-03,1140,18.874245674850208
2025-11-03,1141,18.61171515316482
2025-11-03,1142,17.886670583220067
2025-11-03,1143,18.50670680231543
2025-11-03,1144,18.072427865174014
2025-11-03,1145,18.326147392702424
2025-11-03,1146,18.76532157355199
2025-11-03,1147,18.290146806925616
2025-11-03,1148,18.06949835944869
2025-11-03,1149,18.361239777262128
2025-11-03,1150,17.90017058971071
2025-11-03,1151,18.36761055806441
2025-11-03,1152,17.816299979273516
2025-11-03,1153,17.794141087179636
2025-11-03,1154,17.861930603983414
2025-11-03,1155,17.908829475313947
2025-11-03,1156,18.290080732860165
2025-11-03,1157,18.725007566385642
2025-11-03,1158,18.54586587225141
2025-11-03,1159,18.086568825098873
2025-11-03,1160,18.00910507396008
2025-11-03,1161,18.82449760603848
2025-11-03,1162,17.8982404764382
2025-11-03,1163,18.144254172249198
2025-11-03,1164,18.733779522135414
2025-11-03,1165,18.125248009128896
2025-11-03,1166,18.292076920198127
2025-11-03,1167,18.569709301639648
2025-11-03,1168,18.307916067059093
2025-11-03,1169,17.8982404764382
2025-11-03,1170,18.947429517826627
2025-11-03,1171,18.30518156674746
2025-11-03,1172,18.31537413664021
2025-11-03,1173,18.950230801643496
2025-11-03,1174,18.277966677903382
2025-11-03,1175,18.794111809073957
2025-11-03,1176,18.879802465083394
2025-11-03,1177,18.04826414389606
2025-11-03,1178,17.8982404764382
2025-11-03,1179,18.054735698669976
2025-11-03,1180,17.938955156819482
2025-11-03,1181,17.964388057696784
2025-11-03,1182,18.48565541684402
2025-11-03,1183,18.267987914831735
2025-11-03,1184,18.307916067059093
2025-11-03,1185,18.500672522253645
2025-11-03,1186,18.174215058091175
2025-11-03,1187,17.8982404764382
2025-11-03,1188,17.93775357567114
2025-11-03,1189,17.820710651233956
2025-11-03,1190,17.975704227576994
2025-11-03,1191,17.90017058971071
2025-11-03,1192,18.290146806925616
2025-11-03,1193,17.972356003202567
2025-11-03,1194,18.349674608734663
2025-11-03,1195,18.127733880313055
2025-11-03,1196,18.290146806925616
2025-11-03,1197,18.1211934705717
2025-11-03,1198,18.43715856618984
2025-11-03,1199,17.9458178653352
2025-11-03,1200,18.326794289261585
2025-11-10,1001,18.332418985760125
2025-11-10,1002,18.290146806925616
2025-11-10,1003,18.31537413664021
2025-11-10,1004,18.339414989831386
2025-11-10,1005,18.863176790068504
2025-11-10,1006,18.290146806925616
2025-11-10,1007,18.21879530863668
2025-11-10,1008,18.290146806925616
2025-11-10,1009,18.300735805801363
2025-11-10,1010,18.339414989831386
2025-11-10,1011,18.290146806925616
2025-11-10,1012,18.300735805801363
2025-11-10,1013,18.300735805801363
2025-11-10,1014,18.22072542190919
2025-11-10,1015,18.290146806925616
2025-11-10,1016,18.285670060899726
2025-11-10,1017,18.253397736168104
2025-11-10,1018,18.750234896100235
2025-11-10,1019,18.290146806925616
2025-11-10,1020,18.302665919073874
2025-11-10,1021,18.36761055806441
2025-11-10,1022,18.208206309760932
2025-11-10,1023,18.383704288046495
2025-11-10,1024,18.243225462402293
2025-11-10,1025,18.206750606632298
2025-11-10,1026,18.26188516462714
2025-11-10,1027,18.278625065882697
2025-11-10,1028,18.47945804339096
2025-11-10,1029,18.26398673504385
2025-11-10,1030,18.208206309760932
2025-11-10,1031,18.32882599095564
2025-11-10,1032,18.863176790068504
2025-11-10,1033,18.290146806925616
2025-11-10,1034,18.290146806925616
2025-11-10,1035,18.32882599095564
2025-11-10,1036,18.290146806925616
2025-11-10,1037,18.44488673772357
2025-11-10,1038,18.265436656674627
2025-11-10,1039,18.32882599095564
2025-11-10,1040,18.290146806925616
2025-11-10,1041,18.32929501824403
2025-11-10,1042,18.32882599095564
2025-11-10,1043,18.423037414814598
2025-11-10,1044,18.31537413664021
2025-11-10,1045,18.43715856618984
2025-11-10,1046,18.339414989831386
2025-11-10,1047,18.355626379544205
2025-11-10,1048,18.290146806925616
2025-11-10,1049,18.31537413664021
2025-11-10,1050,18.399808275319998
2025-11-10,1051,18.300735805801363
2025-11-10,1052,18.290146806925616
2025-11-10,1053,18.290146806925616
2025-11-10,1054,18.6459720855361
2025-11-10,1055,18.329305876861596
2025-11-10,1056,18.21879530863668
2025-11-10,1057,18.290146806925616
2025-11-10,1058,18.755601776615674
2025-11-10,1059,18.290146806925616
2025-11-10,1060,18.399549967574906
