sku_id,sku_name,category,subcategory,brand,cost_price,stock_on_hand,reorder_point,safety_stock,forecast_6_week_demand,avg_weekly_forecast,min_weekly_forecast,max_weekly_forecast,coverage_weeks,stock_after_6_week_demand,stock_vs_reorder_point,stock_vs_safety_stock,target_stock,excess_units,shortage_units,excess_value,reorder_value,forecast_std,forecast_cv,excess_percentage,decision,priority_score,priority_rank
1001,Electronics_Chargers_1001,Electronics,Chargers,Budget,103.44,5919,2417,1198,118.89678047175681,19.816130078626134,18.21261698172137,22.71121795737963,298.69606106311795,5800.103219528243,3502,4721,1316.8967804717568,4602.103219528243,0.0,476041.55702800147,0.0,2.2054865896873257,0.11129754300846988,77.75136373590544,Markdown/Clear,0.7058573567879254,9
1002,Dairy_Cream_1002,Dairy,Cream,Local,8.96,7783,3071,1526,118.58379344442592,19.763965574070987,18.04981975434136,22.8130690658394,393.79748820301427,7664.416206555574,4712,6257,1644.583793444426,6138.416206555574,0.0,55000.20921073794,0.0,2.3372311612089733,0.11825719653525736,78.86953882250512,Markdown/Clear,0.4451198070894233,153
1003,Household_Cleaning Supplies_1003,Household,Cleaning Supplies,BlueMart,7.47,7089,2770,1374,117.53686923318108,19.58947820553018,17.816299979273516,22.74208678147504,361.8779390458062,6971.463130766819,4319,5715,1491.536869233181,5597.463130766819,0.0,41813.049586828136,0.0,2.145385045237053,0.10951721238962878,78.95984103211762,Markdown/Clear,0.42848041449518964,181
1004,Beverages_Juices_1004,Beverages,Juices,International,17.58,9963,3980,1978,118.97418674706446,19.829031124510745,18.30433853310329,22.86795963958224,502.4451238913381,9844.025813252936,5983,7985,2096.9741867470643,7866.025813252936,0.0,138284.7337969866,0.0,2.2770060827820973,0.11483193850896128,78.95238194572856,Markdown/Clear,0.4958476302297578,81
1005,Household_Paper Products_1005,Household,Paper Products,Budget,13.68,7182,2808,1392,119.92744797576782,19.987907995961304,18.39852422891889,22.64782862309862,359.31724327784445,7062.072552024232,4374,5790,1511.9274479757678,5670.072552024232,0.0,77566.59251169149,0.0,2.0466992597926814,0.10239687215921903,78.94837861353706,Markdown/Clear,0.4446071781788613,154
1006,Beverages_Coffee_1006,Beverages,Coffee,Premium,9.8,8453,3306,1642,118.64043645823328,19.773406076372215,18.01103518723259,22.85523366785145,427.49337000167725,8334.359563541766,5147,6811,1760.6404364582334,6692.359563541767,0.0,65585.12372270932,0.0,2.2951659502276205,0.11607337356866287,79.17141326797311,Markdown/Clear,0.4509626884613212,141
1007,Personal Care_Shampoo_1007,Personal Care,Shampoo,BlueMart,51.47,5874,2373,1175,118.78715279611421,19.79785879935237,18.21879530863668,22.74208678147504,296.69875209899726,5755.212847203886,3501,4699,1293.7871527961142,4580.212847203886,0.0,235743.555245584,0.0,2.2731280205237967,0.11481686194257308,77.9743419680607,Markdown/Clear,0.5550565615223412,39
1008,Personal Care_Shampoo_1008,Personal Care,Shampoo,Premium,31.77,7055,2781,1379,117.74475787048974,19.624126311748288,17.915119874791014,22.71737663122405,359.5064507802528,6937.25524212951,4274,5676,1496.7447578704898,5558.25524212951,0.0,176585.76904245454,0.0,2.098800663930315,0.10695001808431265,78.7846242683134,Markdown/Clear,0.5122954602734929,63
1009,Electronics_Batteries_1009,Electronics,Batteries,Local,61.82,4380,1789,884,115.51284960905036,19.252141601508395,17.986946181866198,21.881067425724552,227.50715690023958,4264.48715039095,2591,3496,999.5128496090504,3380.48715039095,0.0,208981.71563716853,0.0,1.6306492688149214,0.08469962991998568,77.18007192673402,Markdown/Clear,0.5056359199600043,72
1010,Grocery_Rice_1010,Grocery,Rice,Budget,10.05,10543,4248,2113,118.88011176563592,19.81335196093932,18.03338957472732,22.80248006696365,532.1159196477613,10424.119888234363,6295,8430,2231.880111765636,8311.119888234363,0.0,83526.75487675535,0.0,2.289263040856281,0.1155414311202571,78.83069229094531,Markdown/Clear,0.4607489339805198,126
1011,Personal Care_Shampoo_1011,Personal Care,Shampoo,Premium,16.28,7557,2983,1481,119.34264089417657,19.890440149029427,18.290146806925616,22.74208678147504,379.93126061459986,7437.657359105823,4574,6076,1600.3426408941766,5956.657359105823,0.0,96974.3818062428,0.0,2.175645377742132,0.10938145970833606,78.82304299465163,Markdown/Clear,0.46342829567069155,122
1012,Beverages_Juices_1012,Beverages,Juices,Premium,7.87,9048,3611,1792,118.94113225335212,19.823522042225353,18.251296165751395,22.807566354093627,456.4274693834521,8929.058867746648,5437,7256,1910.9411322533522,7137.058867746648,0.0,56168.65328916612,0.0,2.2691700357469053,0.11446856067824022,78.87996096094881,Markdown/Clear,0.44224170565505916,157
1013,Grocery_Cereals_1013,Grocery,Cereals,Premium,24.33,10465,4022,2003,116.98363212276442,19.497272020460738,18.21261698172137,21.856357275473563,536.7417548987298,10348.016367877235,6443,8462,2119.9836321227644,8345.016367877235,0.0,203034.24823045311,0.0,1.8221462014564684,0.09345646916882937,79.74215353919956,Markdown/Clear,0.5198680579122359,55
1014,Dairy_Butter_1014,Dairy,Butter,Premium,5.03,8329,3370,1674,119.09601276285194,19.849335460475324,18.22072542190919,22.66943734147846,419.61102509376144,8209.903987237149,4959,6655,1793.0960127628518,6535.903987237149,0.0,32875.59705580286,0.0,2.1686530609306933,0.10925570104092348,78.47165310646115,Markdown/Clear,0.4206341142874092,192
1015,Dairy_Cream_1015,Dairy,Cream,Budget,19.22,7588,2967,1471,118.82931922085157,19.804886536808596,18.04579338314837,22.80248006696365,383.13776682826415,7469.170680779149,4621,6117,1589.8293192208516,5998.170680779149,0.0,115284.84048457524,0.0,2.3201433453077436,0.1171500448132139,79.0481112385233,Markdown/Clear,0.48361189255374704,95
1016,Grocery_Rice_1016,Grocery,Rice,BlueMart,11.6,9900,4059,2021,119.54192904383109,19.923654840638516,18.23984542749901,22.790495888443445,496.89678320499974,9780.458070956169,5841,7879,2140.5419290438313,7759.458070956169,0.0,90009.71362309155,0.0,2.2036359128043426,0.11060399963914051,78.3783643530926,Markdown/Clear,0.45845561028356885,130
1017,Household_Paper Products_1017,Household,Paper Products,Budget,23.96,5874,2433,1208,119.07093322516866,19.84515553752811,18.253397736168104,23.11685964357676,295.9916332674739,5754.929066774831,3441,4666,1327.0709332251686,4546.929066774832,0.0,108944.42043992497,0.0,2.4354917748432365,0.12272475114833988,77.40771308775676,Watch/Volatile,0.47878587591536276,100
1018,Personal Care_Deodorant_1018,Personal Care,Deodorant,Budget,32.74,5930,2377,1179,119.31444393444345,19.885740655740573,18.26793561265328,22.768029304686724,298.2036275469649,5810.685556065557,3553,4751,1298.3144439344435,4631.685556065557,0.0,151641.38510558635,0.0,2.17775610973755,0.10951345224895509,78.10599588643434,Markdown/Clear,0.4961459713872009,80
1019,Electronics_Cables_1019,Electronics,Cables,Local,152.31,4947,1996,985,118.38943273929405,19.731572123215674,17.816299979273516,22.80248006696365,250.71494400486637,4828.610567260706,2951,3962,1103.389432739294,3843.610567260706,0.0,585420.3254994781,0.0,2.368466254231641,0.12003434087469202,77.69578668406521,Watch/Volatile,0.784688280851431,3
1020,Beverages_Juices_1020,Beverages,Juices,Local,7.12,7940,3126,1554,118.93546845413267,19.822578075688778,18.17625741833154,22.87794373979704,400.55334728321446,7821.064531545867,4814,6386,1672.9354684541327,6267.064531545868,0.0,44621.49946460658,0.0,2.33886880194101,0.11799014199921325,78.93028377261798,Markdown/Clear,0.43839174196903175,163
1021,Grocery_Canned Goods_1021,Grocery,Canned Goods,BlueMart,17.6,10419,4032,2004,117.99465560903921,19.665775934839868,17.93739954637418,22.896826712272997,529.8036565921465,10301.00534439096,6387,8415,2121.994655609039,8297.00534439096,0.0,146027.2940612809,0.0,2.1648277598044747,0.11008097351344617,79.63341342154679,Markdown/Clear,0.4987875499725835,78
1022,Household_Cleaning Supplies_1022,Household,Cleaning Supplies,Premium,38.83,6785,2779,1376,116.19351633052584,19.36558605508764,17.528646104015557,25.79455562733322,350.3637835023059,6668.806483669474,4006,5409,1492.1935163305259,5292.806483669474,0.0,205519.67576088567,0.0,3.165583413444661,0.1634643746096707,78.00746475562968,Watch/Volatile,0.5828163694112899,31
1023,Personal Care_Toothpaste_1023,Personal Care,Toothpaste,International,47.09,6759,2689,1333,117.04835223266699,19.508058705444498,17.820710651233956,21.958531176863342,346.4721991078299,6641.951647767333,4070,5426,1450.048352232667,5308.951647767333,0.0,249998.53309336375,0.0,1.8878088723232314,0.09677071926159231,78.54640697983922,Markdown/Clear,0.5489084389512241,40
1024,Grocery_Canned Goods_1024,Grocery,Canned Goods,International,5.19,9905,3801,1892,118.79351602902778,19.7989193381713,17.977634340849505,23.04812095510488,500.2798299654501,9786.206483970973,6104,8013,2010.7935160290278,7894.206483970972,0.0,40970.93165180935,0.0,2.3555249090686563,0.11897239787867236,79.69920730914662,Markdown/Clear,0.43986458830840186,162
1025,Household_Detergent_1025,Household,Detergent,Budget,4.88,5722,2247,1114,118.32258751574676,19.72043125262446,18.100200645065065,22.71121795737963,290.15592644499077,5603.677412484253,3475,4608,1232.3225875157468,4489.677412484253,0.0,21909.625772923155,0.0,2.306925630396597,0.11698150009217387,78.46342908920401,Markdown/Clear,0.42101379058186794,191
1026,Snacks_Biscuits_1026,Snacks,Biscuits,Budget,3.92,6079,2460,1221,119.16576592058507,19.86096098676418,18.26188516462714,22.95219741666667,306.07783802864276,5959.834234079415,3619,4858,1340.165765920585,4738.834234079415,0.0,18576.230197591307,0.0,2.3454837516230036,0.11809517944202651,77.95417394438913,Markdown/Clear,0.4180370153928638,195
1027,Snacks_Chips_1027,Snacks,Chips,Premium,3.35,8461,3360,1666,118.02903867416731,19.67150644569455,18.04323520465845,22.8130690658394,430.11449191029476,8342.970961325833,5101,6795,1784.0290386741674,6676.970961325833,0.0,22367.85272044154,0.0,2.160284839603105,0.10981796669039147,78.91467865885632,Markdown/Clear,0.416056456923066,196
1028,Household_Paper Products_1028,Household,Paper Products,Budget,31.85,6357,2557,1268,119.81036441995869,19.968394069993114,18.19616160775655,23.22090995415068,318.35309227760007,6237.189635580041,3800,5089,1387.8103644199587,4969.189635580042,0.0,158268.68989322433,0.0,2.38007525227495,0.11919212150623242,78.168784577317,Markdown/Clear,0.5100350607855078,66
1029,Grocery_Canned Goods_1029,Grocery,Canned Goods,Premium,19.78,10788,4457,2215,119.62661270449422,19.93776878408237,18.26398673504385,22.78631637194867,541.0836145623662,10668.373387295505,6331,8573,2334.626612704494,8453.373387295505,0.0,167207.7256007051,0.0,2.1636280492308835,0.10851906613333032,78.35904140985822,Markdown/Clear,0.5061728028331971,70
1030,Dairy_Cream_1030,Dairy,Cream,Premium,17.11,7802,3106,1540,119.50819270935098,19.918032118225163,18.20820630976093,23.177252929065368,391.70536294401825,7682.491807290649,4696,6262,1659.508192709351,6142.491807290649,0.0,105098.03482274301,0.0,2.3889146310596807,0.11993728179973182,78.72970786068507,Watch/Volatile,0.4785487219623294,101
1031,Snacks_Chips_1031,Snacks,Chips,BlueMart,10.28,8598,3434,1705,119.18471227775976,19.86411871295996,18.25218873907503,22.69414749172945,432.8407478953698,8478.81528772224,5164,6893,1824.1847122777597,6773.81528772224,0.0,69634.82115778462,0.0,2.1876128934690047,0.11012886728479622,78.78361581440149,Markdown/Clear,0.4463649788298694,151
